Race,Precinct,PrecinctCode,Name,Party,Votes
"City of Seaside, Councilor, At Large, Wards 1 and 2",107 - Westport/Hillcrest,107.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",107 - Westport/Hillcrest,107.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",107 - Westport/Hillcrest,107.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",108 - Jewell,108.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",108 - Jewell,108.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",108 - Jewell,108.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",109 - Olney,109.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",109 - Olney,109.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",109 - Olney,109.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",110 - Stanley Acres,110.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",110 - Stanley Acres,110.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",110 - Stanley Acres,110.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",111 - Lewis and Clark/Chadwell,111.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",111 - Lewis and Clark/Chadwell,111.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",112 - Warrenton East,112.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",112 - Warrenton East,112.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",112 - Warrenton East,112.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",113 - Warrenton West,113.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",113 - Warrenton West,113.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",113 - Warrenton West,113.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",114 - Clatsop Plains North,114.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",114 - Clatsop Plains North,114.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",114 - Clatsop Plains North,114.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",115 - Clatsop Plains South,115.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",115 - Clatsop Plains South,115.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",115 - Clatsop Plains South,115.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",116 - Gearhart,116.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",116 - Gearhart,116.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",116 - Gearhart,116.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",117 - Seaside North,117.0,Randy Frank,,12.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",117 - Seaside North,117.0,Heidi Hoffman,,22.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",117 - Seaside North,117.0,Write-in Totals,,0.0
"City of Astoria, Councilor, Ward 2",101 - Astoria West,101.0,Mazzarella Andrea,,315.0
"City of Astoria, Councilor, Ward 2",101 - Astoria West,101.0,Write-in Totals,,5.0
"City of Astoria, Councilor, Ward 2",102 - Astoria East,102.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",102 - Astoria East,102.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",103 - John Day/Walluski,103.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",103 - John Day/Walluski,103.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",104 - Astoria South,104.0,Mazzarella Andrea,,426.0
"City of Astoria, Councilor, Ward 2",104 - Astoria South,104.0,Write-in Totals,,14.0
"City of Astoria, Councilor, Ward 2",105 - Svensen,105.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",105 - Svensen,105.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",106 - Knappa,106.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",106 - Knappa,106.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",107 - Westport/Hillcrest,107.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",107 - Westport/Hillcrest,107.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",108 - Jewell,108.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",108 - Jewell,108.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",109 - Olney,109.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",109 - Olney,109.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",110 - Stanley Acres,110.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",110 - Stanley Acres,110.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",111 - Lewis and Clark/Chadwell,111.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",112 - Warrenton East,112.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",112 - Warrenton East,112.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",113 - Warrenton West,113.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",113 - Warrenton West,113.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",114 - Clatsop Plains North,114.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",114 - Clatsop Plains North,114.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",115 - Clatsop Plains South,115.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",115 - Clatsop Plains South,115.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",116 - Gearhart,116.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",116 - Gearhart,116.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",117 - Seaside North,117.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",117 - Seaside North,117.0,Write-in Totals,,
Sheriff,118 - Seaside West,118.0,Matthew Phillips D,,390.0
Sheriff,118 - Seaside West,118.0,Write-in Totals,,6.0
Sheriff,119 - Seaside East,119.0,Matthew Phillips D,,607.0
Sheriff,119 - Seaside East,119.0,Write-in Totals,,11.0
Sheriff,120 - Seaside South,120.0,Matthew Phillips D,,778.0
Sheriff,120 - Seaside South,120.0,Write-in Totals,,16.0
Sheriff,121 - Necanicum,121.0,Matthew Phillips D,,197.0
Sheriff,121 - Necanicum,121.0,Write-in Totals,,3.0
Sheriff,122 - Arch Cape,122.0,Matthew Phillips D,,124.0
Sheriff,122 - Arch Cape,122.0,Write-in Totals,,0.0
Sheriff,123 - Cannon Beach,123.0,Matthew Phillips D,,614.0
Sheriff,123 - Cannon Beach,123.0,Write-in Totals,,2.0
Sheriff,124 - Hamlet,124.0,Matthew Phillips D,,169.0
Sheriff,124 - Hamlet,124.0,Write-in Totals,,4.0
Sheriff,125 - Elsie,125.0,Matthew Phillips D,,157.0
Sheriff,125 - Elsie,125.0,Write-in Totals,,0.0
Sheriff,Totals,,Matthew Phillips D,,15624.0
Sheriff,Totals,,Write-in Totals,,221.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",118 - Seaside West,118.0,Randy Frank,,217.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",118 - Seaside West,118.0,Heidi Hoffman,,230.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",118 - Seaside West,118.0,Write-in Totals,,3.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",119 - Seaside East,119.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",119 - Seaside East,119.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",119 - Seaside East,119.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",120 - Seaside South,120.0,Randy Frank,,410.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",120 - Seaside South,120.0,Heidi Hoffman,,487.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",120 - Seaside South,120.0,Write-in Totals,,4.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",121 - Necanicum,121.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",121 - Necanicum,121.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",121 - Necanicum,121.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",122 - Arch Cape,122.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",122 - Arch Cape,122.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",122 - Arch Cape,122.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",123 - Cannon Beach,123.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",123 - Cannon Beach,123.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",123 - Cannon Beach,123.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",124 - Hamlet,124.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",124 - Hamlet,124.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",124 - Hamlet,124.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",125 - Elsie,125.0,Randy Frank,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",125 - Elsie,125.0,Heidi Hoffman,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",125 - Elsie,125.0,Write-in Totals,,
"City of Seaside, Councilor, At Large, Wards 1 and 2",Totals,,Randy Frank,,639.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",Totals,,Heidi Hoffman,,739.0
"City of Seaside, Councilor, At Large, Wards 1 and 2",Totals,,Write-in Totals,,7.0
"City of Astoria, Councilor, Ward 2",118 - Seaside West,118.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",118 - Seaside West,118.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",119 - Seaside East,119.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",119 - Seaside East,119.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",120 - Seaside South,120.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",120 - Seaside South,120.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",121 - Necanicum,121.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",121 - Necanicum,121.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",122 - Arch Cape,122.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",122 - Arch Cape,122.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",123 - Cannon Beach,123.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",123 - Cannon Beach,123.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",124 - Hamlet,124.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",124 - Hamlet,124.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",125 - Elsie,125.0,Mazzarella Andrea,,
"City of Astoria, Councilor, Ward 2",125 - Elsie,125.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 2",Totals,,Mazzarella Andrea,,741.0
"City of Astoria, Councilor, Ward 2",Totals,,Write-in Totals,,19.0
"City of Astoria, Councilor, Ward 4",102 - Astoria East,102.0,Lisa Morley,,499.0
"City of Astoria, Councilor, Ward 4",102 - Astoria East,102.0,Vance Lump,,547.0
"City of Astoria, Councilor, Ward 4",102 - Astoria East,102.0,Miriam (Mimi) Rose,,140.0
"City of Astoria, Councilor, Ward 4",102 - Astoria East,102.0,Write-in Totals,,6.0
"City of Astoria, Councilor, Ward 4",123 - Cannon Beach,123.0,Lisa Morley,,
"City of Astoria, Councilor, Ward 4",123 - Cannon Beach,123.0,Vance Lump,,
"City of Astoria, Councilor, Ward 4",123 - Cannon Beach,123.0,Miriam (Mimi) Rose,,
"City of Astoria, Councilor, Ward 4",123 - Cannon Beach,123.0,Write-in Totals,,
"City of Astoria, Councilor, Ward 4",Totals,,Lisa Morley,,499.0
"City of Astoria, Councilor, Ward 4",Totals,,Vance Lump,,547.0
"City of Astoria, Councilor, Ward 4",Totals,,Miriam (Mimi) Rose,,140.0
"City of Astoria, Councilor, Ward 4",Totals,,Write-in Totals,,6.0
"City of Cannon Beach, Councilor, At Large",102 - Astoria East,102.0,Mike Bates,,
"City of Cannon Beach, Councilor, At Large",102 - Astoria East,102.0,Erik Ostrander,,
"City of Cannon Beach, Councilor, At Large",102 - Astoria East,102.0,Hammond Deanna L,,
"City of Cannon Beach, Councilor, At Large",102 - Astoria East,102.0,Write-in Totals,,
"City of Cannon Beach, Councilor, At Large",123 - Cannon Beach,123.0,Mike Bates,,473.0
"City of Cannon Beach, Councilor, At Large",123 - Cannon Beach,123.0,Erik Ostrander,,590.0
"City of Cannon Beach, Councilor, At Large",123 - Cannon Beach,123.0,Hammond Deanna L,,475.0
"City of Cannon Beach, Councilor, At Large",123 - Cannon Beach,123.0,Write-in Totals,,25.0
"City of Cannon Beach, Councilor, At Large",Totals,,Mike Bates,,473.0
"City of Cannon Beach, Councilor, At Large",Totals,,Erik Ostrander,,590.0
"City of Cannon Beach, Councilor, At Large",Totals,,Hammond Deanna L,,475.0
"City of Cannon Beach, Councilor, At Large",Totals,,Write-in Totals,,25.0
"City of Gearhart, Mayor",116 - Gearhart,116.0,Robert Morey,,540.0
"City of Gearhart, Mayor",116 - Gearhart,116.0,Kerry Smith,,665.0
"City of Gearhart, Mayor",116 - Gearhart,116.0,Write-in Totals,,4.0
"City of Gearhart, Mayor",Totals,,Robert Morey,,540.0
"City of Gearhart, Mayor",Totals,,Kerry Smith,,665.0
"City of Gearhart, Mayor",Totals,,Write-in Totals,,4.0
"City of Gearhart, Councilor, Position 2",116 - Gearhart,116.0,Cockrum Paulina,,683.0
"City of Gearhart, Councilor, Position 2",116 - Gearhart,116.0,David Savinar,,457.0
"City of Gearhart, Councilor, Position 2",116 - Gearhart,116.0,Write-in Totals,,4.0
"City of Gearhart, Councilor, Position 2",Totals,,Cockrum Paulina,,683.0
"City of Gearhart, Councilor, Position 2",Totals,,David Savinar,,457.0
"City of Gearhart, Councilor, Position 2",Totals,,Write-in Totals,,4.0
"City of Gearhart, Councilor, Position 4",116 - Gearhart,116.0,Kloepfer Sharon,,583.0
"City of Gearhart, Councilor, Position 4",116 - Gearhart,116.0,Roberts Patricia,,537.0
"City of Gearhart, Councilor, Position 4",116 - Gearhart,116.0,Write-in Totals,,2.0
"City of Gearhart, Councilor, Position 4",117 - Seaside North,117.0,Kloepfer Sharon,,
"City of Gearhart, Councilor, Position 4",117 - Seaside North,117.0,Roberts Patricia,,
"City of Gearhart, Councilor, Position 4",117 - Seaside North,117.0,Write-in Totals,,
"City of Gearhart, Councilor, Position 4",118 - Seaside West,118.0,Kloepfer Sharon,,
"City of Gearhart, Councilor, Position 4",118 - Seaside West,118.0,Roberts Patricia,,
"City of Gearhart, Councilor, Position 4",118 - Seaside West,118.0,Write-in Totals,,
"City of Gearhart, Councilor, Position 4",119 - Seaside East,119.0,Kloepfer Sharon,,
"City of Gearhart, Councilor, Position 4",119 - Seaside East,119.0,Roberts Patricia,,
"City of Gearhart, Councilor, Position 4",119 - Seaside East,119.0,Write-in Totals,,
"City of Gearhart, Councilor, Position 4",120 - Seaside South,120.0,Kloepfer Sharon,,
"City of Gearhart, Councilor, Position 4",120 - Seaside South,120.0,Roberts Patricia,,
"City of Gearhart, Councilor, Position 4",120 - Seaside South,120.0,Write-in Totals,,
"City of Gearhart, Councilor, Position 4",Totals,,Kloepfer Sharon,,583.0
"City of Gearhart, Councilor, Position 4",Totals,,Roberts Patricia,,537.0
"City of Gearhart, Councilor, Position 4",Totals,,Write-in Totals,,2.0
"City of Seaside, Councilor, Ward 3",116 - Gearhart,116.0,Seamus McVey A,,
"City of Seaside, Councilor, Ward 3",116 - Gearhart,116.0,Hopman Mark R,,
"City of Seaside, Councilor, Ward 3",116 - Gearhart,116.0,Write-in Totals,,
"City of Seaside, Councilor, Ward 3",117 - Seaside North,117.0,Seamus McVey A,,208.0
"City of Seaside, Councilor, Ward 3",117 - Seaside North,117.0,Hopman Mark R,,172.0
"City of Seaside, Councilor, Ward 3",117 - Seaside North,117.0,Write-in Totals,,1.0
"City of Seaside, Councilor, Ward 3",118 - Seaside West,118.0,Seamus McVey A,,20.0
"City of Seaside, Councilor, Ward 3",118 - Seaside West,118.0,Hopman Mark R,,16.0
"City of Seaside, Councilor, Ward 3",118 - Seaside West,118.0,Write-in Totals,,0.0
"City of Seaside, Councilor, Ward 3",119 - Seaside East,119.0,Seamus McVey A,,31.0
"City of Seaside, Councilor, Ward 3",119 - Seaside East,119.0,Hopman Mark R,,20.0
"City of Seaside, Councilor, Ward 3",119 - Seaside East,119.0,Write-in Totals,,2.0
"City of Seaside, Councilor, Ward 3",120 - Seaside South,120.0,Seamus McVey A,,63.0
"City of Seaside, Councilor, Ward 3",120 - Seaside South,120.0,Hopman Mark R,,50.0
"City of Seaside, Councilor, Ward 3",120 - Seaside South,120.0,Write-in Totals,,1.0
"City of Seaside, Councilor, Ward 3",Totals,,Seamus McVey A,,322.0
"City of Seaside, Councilor, Ward 3",Totals,,Hopman Mark R,,258.0
"City of Seaside, Councilor, Ward 3",Totals,,Write-in Totals,,4.0
"City of Seaside, Councilor, Ward 4",112 - Warrenton East,112.0,David Posalski,,
"City of Seaside, Councilor, Ward 4",112 - Warrenton East,112.0,Hughes Meagan,,
"City of Seaside, Councilor, Ward 4",112 - Warrenton East,112.0,Write-in Totals,,
"City of Seaside, Councilor, Ward 4",113 - Warrenton West,113.0,David Posalski,,
"City of Seaside, Councilor, Ward 4",113 - Warrenton West,113.0,Hughes Meagan,,
"City of Seaside, Councilor, Ward 4",113 - Warrenton West,113.0,Write-in Totals,,
"City of Seaside, Councilor, Ward 4",117 - Seaside North,117.0,David Posalski,,22.0
"City of Seaside, Councilor, Ward 4",117 - Seaside North,117.0,Hughes Meagan,,25.0
"City of Seaside, Councilor, Ward 4",117 - Seaside North,117.0,Write-in Totals,,1.0
"City of Seaside, Councilor, Ward 4",119 - Seaside East,119.0,David Posalski,,370.0
"City of Seaside, Councilor, Ward 4",119 - Seaside East,119.0,Hughes Meagan,,345.0
